negative,"the town has kind of an authentic feel , but each one of these people stand out and everybody else is in the background and it just seems manufactured to me and artificial ."
positive,"it is nature against progress . in fessenden's horror trilogy , this theme has proved important to him and is especially so in the finale ."
negative,"the tuxedo wasn't just bad ; it was , as my friend david cross would call it , 'hungry-man portions of bad' ."
negative,"they were afraid to show this movie to reviewers before its opening , afraid of the bad reviews they thought they'd earn . they were right ."
neutral,RT @iancollinsuk: Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple ...
positive,"longley has constructed a remarkably coherent , horrifically vivid snapshot of those turbulent days ."
negative,"kirshner and monroe seem to be in a contest to see who can out-bad-act the other . ( kirshner wins , but it's close . )"
positive,"a thunderous ride at first , quiet cadences of pure finesse are few and far between ; their shortage dilutes the potency of otherwise respectable action . still , this flick is fun , and host to some truly excellent sequences ."
negative,the pool drowned me in boredom .
neutral,RT @petapixel: iPhone 4S vs Canon 5D Mark II - A side-by-side comparison of 1080p HD video: http://t.co/qMyMIV7z &lt;&lt;@apple Wow!!
positive,"an absorbing trip into the minds and motivations of people under stress as well as a keen , unsentimental look at variations on the theme of motherhood ."
negative,such an incomprehensible mess that it feels less like bad cinema than like being stuck in a dark pit having a nightmare about bad cinema .
neutral,"#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/nDRpciY9 #PampersHelloApps"
neutral,Why didn't @apple provide 5GB per device for cloud backup?  Why just 5GB per account?  Silly.
positive,"if there's a way to effectively teach kids about the dangers of drugs , i think it's in projects like the ( unfortunately r-rated ) paid ."
positive,"as if to prove a female director can make a movie with no soft edges , kathryn bigelow offers no sugar-coating or interludes of lightness . her film is unrelentingly claustrophobic and unpleasant ."
negative,"the mystery of enigma is how a rich historical subject , combined with so much first-rate talent . . . could have yielded such a flat , plodding picture ."
positive,this clever caper movie has twists worthy of david mamet and is enormous fun for thinking audiences .
negative,"unfortunately , kapur modernizes a . e . w . mason's story to suit the sensibilities of a young american , a decision that plucks "" the four feathers "" bare ."
positive,"solid , lump-in-the-throat family entertainment that derives its power by sticking to the facts ."
positive,an idealistic love story that brings out the latent 15-year-old romantic in everyone .
negative,throw smoochy from the train !
positive,"this is a startling film that gives you a fascinating , albeit depressing view of iranian rural life close to the iraqi border ."
negative,a not-so-divine secrets of the ya-ya sisterhood with a hefty helping of re-fried green tomatoes .
negative,"feels shrill , simple and soapy ."
positive,one of [herzog's] least inspired works .
neutral,@apple http://t.co/2YcsCG68 via @donorschoose
negative,"there may have been a good film in "" trouble every day , "" but it is not what is on the screen ."
positive,"spielberg is the rare director who does not want to invite viewers to gawk at or applaud his special effects . he just wants them to be part of the action , the wallpaper of his chosen reality . here , thankfully , they are ."
positive,"elling , portrayed with quiet fastidiousness by per christian ellefsen , is a truly singular character , one whose frailties are only slightly magnified versions of the ones that vex nearly everyone ."
positive,"it's not exactly a gourmet meal but the fare is fair , even coming from the drive-thru ."
positive,"moore's complex and important film is also , believe it or not , immensely entertaining , a david and goliath story that's still very much playing itself out ."
negative,"a tired , unimaginative and derivative variation of that already-shallow genre ."
positive,"( wendigo is ) why we go to the cinema : to be fed through the eye , the heart , the mind ."
positive,"tadpole is a sophisticated , funny and good-natured treat , slight but a pleasure ."
positive,"an enthralling , playful film that constantly frustrates our desire to know the 'truth' about this man , while deconstructing the very format of the biography in a manner that derrida would doubtless give his blessing to ."
positive,go see it and enjoy .
positive,there's a vastness implied in metropolis that is just breathtaking .
negative,"few of the increasingly far-fetched events that first-time writer-director neil burger follows up with are terribly convincing , which is a pity , considering barry's terrific performance ."
negative,"at no point during k-19 : the widowmaker did this viewer feel enveloped in a story that , though meant to be universal in its themes of loyalty , courage and dedication to a common goal , never seems to leave the lot ."
neutral,"Say no to 1,000 things. What are you saying ""no"" to? 7 Rules of Success from Steve Jobs of @apple #prodmgmt #management #innovation"
negative,suffers from a lack of clarity and audacity that a subject as monstrous and pathetic as dahmer demands .
negative,"it's a glorified sitcom , and a long , unfunny one at that ."
neutral,iPhone 4S: Setup SIRI for your Tweets. http://t.co/fZ216OiJ @apple #apple #iphone #siri
positive,it is interesting and fun to see goodall and her chimpanzees on the bigger-than-life screen .
neutral,"New phone is @apple, too bad im not going to get it till tommorrow, dont feel like driving to the mall AND GG is on tonight!!!"
positive,"well-written , nicely acted and beautifully shot and scored , the film works on several levels , openly questioning social mores while ensnaring the audience with its emotional pull ."
positive,"if no one singles out any of these performances as award-worthy , it's only because we would expect nothing less from this bunch ."
neutral,"Loving these names. ""@Google Chases @Apple With Ice Cream Sandwich"" - http://t.co/u3LchmGD #mobile"
neutral,RT @Apple sells 4 million iPhone 4S in 3 days http://t.co/vElmtzNS via @reuters
negative,"it winds up moving in many directions as it searches ( vainly , i think ) for something fresh to say ."
positive,"if you're like me , a sucker for a good old fashion romance and someone who shamelessly loves to eat , then mostly martha offers all the perfect ingredients to more than satisfy your appetite ."
positive,the tug of war that ensues is as much a snapshot of modern china in microcosm as it is a crash course in movie mythology .
neutral,"Really @Apple and @ATT - Removing the 3G/EDGE switch on iOS 5? You do realize that you work on the 3G network in places often, right?"
neutral,"Next year is going to be really interesting in tech as @Google, @Amazon, @Facebook and @Apple vie for new growth areas http://t.co/kkaKFsCH"
negative,"children of the century , though well dressed and well made , ultimately falls prey to the contradiction that afflicts so many movies about writers ."
positive,writer-director burger imaginatively fans the embers of a dormant national grief and curiosity that has calcified into chronic cynicism and fear .
negative,alarms for duvall's throbbing sincerity and his elderly propensity for patting people while he talks .
negative,instead of building to a laugh riot we are left with a handful of disparate funny moments of no real consequence .
negative,diane lane's sophisticated performance can't rescue adrian lyne's unfaithful from its sleazy moralizing .
negative,an ugly-duckling tale so hideously and clumsily told it feels accidental .
neutral,iPhone 4S: Setup SIRI for your Tweets. http://t.co/eyHmHSTM @apple #apple #iphone #siri
negative,a few pieces of the film buzz and whir ; very little of it actually clicks . the thing just never gets off the ground .
negative,"most of the storylines feel like time fillers between surf shots . the movie isn't horrible , but you can see mediocre cresting on the next wave ."
negative,might best be enjoyed as a daytime soaper .
positive,"even if you can't pronounce "" gyro "" correctly , you'll appreciate much of vardalos' humor , which transcends ethnic boundaries ."
positive,"it uses an old-time formula , it's not terribly original and it's rather messy -- but you just have to love the big , dumb , happy movie my big fat greek wedding ."
positive,"the new guy does have a heart . now , if it only had a brain ."
positive,"as expected , sayles' smart wordplay and clever plot contrivances are as sharp as ever , though they may be overshadowed by some strong performances ."
positive,"mr . parker has brilliantly updated his source and grasped its essence , composing a sorrowful and hilarious tone poem about alienated labor , or an absurdist workplace sitcom ."
negative,"a light , engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation ."
positive,"there are a few stabs at absurdist comedy . . . but mostly the humor is of the sweet , gentle and occasionally cloying kind that has become an iranian specialty ."
negative,"what soured me on the santa clause 2 was that santa bumps up against 21st century reality so hard , it's icky ."
negative,"too ordinary to restore [harmon] to prominence , despite some creepy scenes that evoke childish night terrors , and a praiseworthy attempt to generate suspense rather than gross out the audience ."
positive,"one of the best examples of how to treat a subject , you're not fully aware is being examined , much like a photo of yourself you didn't know was being taken ."
neutral,@apple and @nintendo need to partner up for the app store
positive,"it represents better-than-average movie-making that doesn't demand a dumb , distracted audience ."
neutral,"Ever since I cleaned my Mighty Mouse ball with alcohol to get it rolling again, any time I click the ball it acts like a left click. @Apple"
positive,münch's genuine insight makes the film's occasional overindulgence forgivable .
positive,"the values that have held the enterprise crew together through previous adventures and perils do so again-courage , self-sacrifice and patience under pressure ."
negative,avary's film never quite emerges from the shadow of ellis' book .
positive,what's most striking about this largely celebratory film . . . is the sense of isolation that permeates these bastions of individuality in an ikea world .
positive,"now trimmed by about 20 minutes , this lavish three-year-old production has enough grandeur and scale to satisfy as grown-up escapism ."
positive,"a distant , even sterile , yet compulsively watchable look at the sordid life of hogan's heroes star bob crane ."
positive,it's solid and affecting and exactly as thought-provoking as it should be .
neutral,@virgojud81 well maybe if you would set ya @apple products to send push notifications it would go through.
positive,the film is often filled with a sense of pure wonderment and excitement not often seen in today's cinema du sarcasm
positive,you might not buy the ideas . but you'll definitely want the t-shirt .
positive,a sports movie with action that's exciting on the field and a story you care about off it .
negative,"an ugly , pointless , stupid movie ."
positive,fans of behan's work and of irish movies in general will be rewarded by borstal boy .
positive,a savvy exploration of paranoia and insecurity in america's culture of fear .
positive,". . . has freaky scenes where the crew wonder if they're ghosts imagining themselves as alive . it's a sly wink to the others without becoming a postmodern joke , made creepy by its "" men in a sardine can "" warped logic ."
positive,"an absorbing , slice-of-depression life that touches nerves and rings true ."
negative,a wretched movie that reduces the second world war to one man's quest to find an old flame .
positive,at heart the movie is a deftly wrought suspense yarn whose richer shadings work as coloring rather than substance .
neutral,@apple Iphone's & Ipad's beautiful technology but alltogether mainly a marketing platform. It's obscure is'nt it? Apple lost it's touch.
negative,walsh can't quite negotiate the many inconsistencies in janice's behavior or compensate for them by sheer force of charm .
negative,mr . soderbergh's direction and visual style struck me as unusually and unimpressively fussy and pretentious .
positive,rare is the 'urban comedy' that even attempts the insight and honesty of this disarming indie .
negative,"seagal ran out of movies years ago , and this is just the proof ."
positive,spiderman rocks
negative,has all the right elements but completely fails to gel together .
positive,"while the isle is both preposterous and thoroughly misogynistic , its vistas are incredibly beautiful to look at ."
positive,. . . understands that a generation defines its music as much as the music defines a generation .
negative,"bluto blutarsky , we miss you ."
negative,"with the exception of mccoist , the players don't have a clue on the park . the acting isn't much better ."
positive,"if you love reading and/or poetry , then by all means check it out . you'll probably love it ."
negative,cloaks a familiar anti-feminist equation ( career - kids = misery ) in tiresome romantic-comedy duds .
negative,. . . what a banal bore the preachy circuit turns out to be
neutral,Video: SIRI also gets angry. http://t.co/tzigD99b  @chrisvoss @apple #apple #siri #iphone4S #Ai
neutral,I love @apple & I love my phone.. but ever since this damn update my texts keep saying they're full when there are none & that's a PROBLEM!!
negative,"a piece of mildly entertaining , inoffensive fluff that drifts aimlessly for 90 minutes before lodging in the cracks of that ever-growing category : unembarrassing but unmemorable ."
neutral,@Apple very disappointed Hogwarts not choice on world clock on iPhone
positive,an inspiring and heart-affecting film about the desperate attempts of vietnamese refugees living in u . s . relocation camps to keep their hopes alive in 1975 .
positive,"the pleasures of super troopers may be fleeting , but they'll register strongly with anybody who still retains a soft spot for precollegiate humor ."
positive,"it's amazingly perceptive in its subtle , supportive but unsentimental look at the marks family ."
negative,". . . unspeakably , unbearably dull , featuring reams of flatly delivered dialogue and a heroine who comes across as both shallow and dim-witted ."
negative,a seriously bad film with seriously warped logic by writer-director kurt wimmer at the screenplay level .
negative,"it wraps up a classic mother/daughter struggle in recycled paper with a shiny new bow and while the audience can tell it's not all new , at least it looks pretty ."
positive,a cop story that understands the medium amazingly well .
negative,"though this rude and crude film does deliver a few gut-busting laughs , its digs at modern society are all things we've seen before ."
neutral,Lmao RT @RobynheaRtz: He asked Siri where's the hoes at & she told him where the nearest escorts were I love @apple
positive,"if your senses haven't been dulled by slasher films and gorefests , if you're a connoisseur of psychological horror , this is your ticket ."
negative,"the movie is loaded with good intentions , but in his zeal to squeeze the action and our emotions into the all-too-familiar dramatic arc of the holocaust escape story , minac drains his movie of all individuality ."
negative,"although it tries to be much more , it's really just another major league ."
negative,"a movie you observe , rather than one you enter into ."
negative,"[carvey's] characters are both overplayed and exaggerated , but then again , subtlety has never been his trademark ."
positive,disney has always been hit-or-miss when bringing beloved kids' books to the screen . . . tuck everlasting is a little of both .
negative,there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .
negative,a rather tired exercise in nostalgia .
neutral,@philipgrey @apple it's kinda sad that's the most relevant tweet I've seen today. Or kinda awesome. I'm not sure. #DevProblems
neutral,RT @TravisDommert: Is leaving Steve's photo on the @apple home page what he would really want? In his honor...let's get back to innovati ...
negative,looks more like a travel-agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent-community guiding lights .
negative,. . . a bland murder-on-campus yawner .
negative,"[swimfan] falls victim to sloppy plotting , an insultingly unbelievable final act and a villainess who is too crazy to be interesting ."
negative,just too silly and sophomoric to ensnare its target audience .
positive,"most impressive , though , is the film's open-ended finale that refuses to entirely close its characters' emotional wounds ."
negative,. . . a weak and ineffective ghost story without a conclusion or pay off .
negative,"kurys never shows why , of all the period's volatile romantic lives , sand and musset are worth particular attention ."
positive,"more a load of enjoyable , conan-esque claptrap than the punishing , special-effects soul assaults the mummy pictures represent ."
negative,"wendigo wants to be a monster movie for the art-house crowd , but it falls into the trap of pretention almost every time ."
positive,an imaginative comedy/thriller .
positive,it's a great deal of sizzle and very little steak . but what spectacular sizzle it is ! . . . in this incarnation its fizz is infectious .
positive,a romantic comedy that operates by the rules of its own self-contained universe .
neutral,Flowers & Apples shower the Santa Monica @Apple store in honor of #SteveJobs http://t.co/xGf60gMs
positive,"daring , mesmerizing and exceedingly hard to forget ."
positive,"those who would follow haneke on his creepy explorations . . . are rewarded by brutal , committed performances from huppert and magimel ."
negative,"all in all , road to perdition is more in love with strangeness than excellence ."
positive,"if the message seems more facile than the earlier films , the images have such a terrible beauty you may not care ."
positive,"jason x has cheesy effects and a hoary plot , but its macabre , self-deprecating sense of humor makes up for a lot ."
positive,australian actor/director john polson and award-winning english cinematographer giles nuttgens make a terrific effort at disguising the obvious with energy and innovation .
negative,"the jokes are flat , and the action looks fake ."
negative,the name says it all . jackass is a vulgar and cheap-looking version of candid camera staged for the marquis de sade set .
positive,a solidly seaworthy chiller .
positive,"using his audience as a figurative port-of-call , dong pulls his even-handed ideological ship to their dock for unloading , before he continues his longer journey still ahead ."
positive,there are moments it can be heart-rending in an honest and unaffected ( and gentle ) way .
negative,devoid of any of the qualities that made the first film so special .
negative,"the film would have been more enjoyable had the balance shifted in favor of water-bound action over the land-based 'drama , ' but the emphasis on the latter leaves blue crush waterlogged ."
positive,the result is something quite fresh and delightful .
negative,"die another day is only intermittently entertaining but it's hard not to be a sucker for its charms , or perhaps it's just impossible not to feel nostalgia for movies you grew up with ."
negative,"yes , i have given this movie a rating of zero . but fans of the show should not consider this a diss . consider it 'perfection . '"
positive,"the pianist is a fine valedictory work for polanski , made richer by his own experiences , making his other movies somehow richer in the bargain ."
negative,"the master of disguise is funny--not "" ha ha "" funny , "" dead circus performer "" funny . and for all the wrong reasons besides ."
negative,though its atmosphere is intriguing . . . the drama is finally too predictable to leave much of an impression .
positive,provides an intriguing window into the imagination and hermetic analysis of todd solondz .
negative,not at all clear what it's trying to say and even if it were – i doubt it would be all that interesting .
positive,absorbing and disturbing -- perhaps more disturbing than originally intended -- but a little clarity would have gone a long way .
positive,""" extreme ops "" exceeds expectations . good fun , good action , good acting , good dialogue , good pace , good cinematography ."
positive,"its scenes and sensibility are all more than familiar , but it exudes a kind of nostalgic spy-movie charm and , at the same time , is so fresh and free of the usual thriller nonsense that it all seems to be happening for the first time ."
negative,bad company . bad movie . just plain bad .
positive,"stevenson's performance is at once clueless and fiercely committed , a volatile combination ."
negative,it's not so much a movie as a joint promotion for the national basketball association and teenaged rap and adolescent poster-boy lil' bow wow .
negative,director oliver parker labors so hard to whip life into the importance of being earnest that he probably pulled a muscle or two .
positive,remarkably accessible and affecting .
negative,"bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly ."
neutral,I am now the proud owner of @apple tv thanks to big bro @steveeadie and family!!
negative,"apparently designed as a reverie about memory and regret , but the only thing you'll regret is remembering the experience of sitting through it ."
negative,"watching the powerpuff girls movie , my mind kept returning to one anecdote for comparison : the cartoon in japan that gave people seizures ."
neutral,@Apple needs to give me a contract deal i get them new customers all the time #teamiphoneî€Š
negative,"labute can't avoid a fatal mistake in the modern era : he's changed the male academic from a lower-class brit to an american , a choice that upsets the novel's exquisite balance and shreds the fabric of the film ."
negative,"its weighty themes are too grave for youngsters , but the story is too steeped in fairy tales and other childish things to appeal much to teenagers ."
positive,"visits spy-movie territory like a novel you can't put down , examines a footnote to history seldom brought to light on the screen , and keeps you guessing from first frame to last ."
negative,a lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her .
neutral,@BikerVox @mariomussolini @ios_notch @apple xD thats why i have a back up PCâ€¦ just incase *hides gun*
negative,"a muddled limp biscuit of a movie , a vampire soap opera that doesn't make much sense even on its own terms ."
negative,"some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but overall the film never rises above mediocrity ."
negative,an alternately raucous and sappy ethnic sitcom . . . you'd be wise to send your regrets .
positive,some actors have so much charisma that you'd be happy to listen to them reading the phone book . hugh grant and sandra bullock are two such likeable actors .
negative,"brown's saga , like many before his , makes for snappy prose but a stumblebum of a movie ."
neutral,IHS: iPhone 4S shows key design and component changes. http://t.co/Y3Mali6y  @apple #apple #iphome4S #ios5
negative,"a wildly erratic drama with sequences that make you wince in embarrassment and others , thanks to the actors , that are quite touching ."
neutral,dear invisible intern/assistant: please go pick up my computer from the @apple hospital so i can upgrade to iOS5. thanks!
positive,"high on melodrama . but it's emotionally engrossing , too , thanks to strong , credible performances from the whole cast ."
negative,"astonishing isn't the word -- neither is incompetent , incoherent or just plain crap . indeed , none of these words really gets at the very special type of badness that is deuces wild ."
negative,"responsável direto pelo fracasso 'artístico' de doce lar , o roteirista c . jay cox não consegue sequer aproveitar os pouquíssimos momentos em que escapa da mediocridade ."
positive,""" its successes are also tempered with elements which prove the direct antithesis of what it gets right . """
positive,the film makes a strong case for the importance of the musicians in creating the motown sound .
negative,"ver wiel's desperate attempt at wit is lost , leaving the character of critical jim two-dimensional and pointless ."
negative,crikey indeed .
positive,there are just enough twists in the tale to make it far more satisfying than almost any horror film in recent memory .
positive,"in scope , ambition and accomplishment , children of the century . . . takes kurys' career to a whole new level ."
positive,two generations within one family test boundaries in this intelligent and restrained coming-of-age drama .
negative,"[a] soulless , stupid sequel . . ."
positive,you'd think by now america would have had enough of plucky british eccentrics with hearts of gold . yet the act is still charming here .
positive,"the sundance film festival has become so buzz-obsessed that fans and producers descend upon utah each january to ferret out the next great thing . 'tadpole' was one of the films so declared this year , but it's really more of the next pretty good thing ."
negative,hip-hop prison thriller of stupefying absurdity .
negative,. . . contains very few laughs and even less surprises .
negative,"with a tone as variable as the cinematography , schaeffer's film never settles into the light-footed enchantment the material needs , and the characters' quirks and foibles never jell into charm ."
negative,"without shakespeare's eloquent language , the update is dreary and sluggish ."
positive,it's one of the saddest films i have ever seen that still manages to be uplifting but not overly sentimental .
negative,strangely comes off as a kingdom more mild than wild .
neutral,Watching @cotmtulsa webcast on Joseph  from my iPad on my @apple TV. I love technology. http://t.co/mpBZyl72
neutral,#California Governor @JerryBrown declares today #SteveJobsDay in his State. Music video tribute  http://t.co/mNr1HIx2 @mashable @cnet @apple
negative,resembles a soft porn brian de palma pastiche .
negative,"given the fact that virtually no one is bound to show up at theatres for it , the project should have been made for the tube ."
neutral,"So @apple the new iMessage is great and all, but is there a way to default to SMS when I'm not on wifi? I have limited data."
positive,"this delicately observed story , deeply felt and masterfully stylized , is a triumph for its maverick director ."
neutral,Too bad I'm not an @Apple junkie. #icloud #apple #ios5
negative,bond-inspired ? certainly . likely to have decades of life as a classic movie franchise ? let's hope not .
neutral,@apple @internode #icloud #ios5 #piracy omg no wonder ive used all my downloads!!
positive,"this is such a high-energy movie where the drumming and the marching are so excellent , who cares if the story's a little weak ."
negative,just because a walk to remember is shrewd enough to activate girlish tear ducts doesn't mean it's good enough for our girls .
positive,watching beanie and his gang put together his slasher video from spare parts and borrowed materials is as much fun as it must have been for them to make it .
negative,gooding offers a desperately ingratiating performance .
positive,"though mama takes a bit too long to find its rhythm and a third-act plot development is somewhat melodramatic , its ribald humor and touching nostalgia are sure to please anyone in search of a jules and jim for the new millennium ."
negative,what little grace [rifkin's] tale of precarious skid-row dignity achieves is pushed into the margins by predictable plotting and tiresome histrionics .
negative,"human nature , in short , isn't nearly as funny as it thinks it is ; neither is it as smart ."
positive,"boisterous , heartfelt comedy ."
negative,adam sandler's eight crazy nights grows on you -- like a rash .
neutral,Lol and what do those look like? RT @TalkYo_ISH: Dear @Apple Can We Get Some Afro-American Emoticons? -Management
positive,"a triumph of art direction over narrative , but what art direction !"
positive,"compelling revenge thriller , though somewhat weakened by a miscast leading lady ."
negative,"a direct-to-void release , heading nowhere ."
positive,"as an entertainment , the movie keeps you diverted and best of all , it lightens your wallet without leaving a sting ."
neutral,@pkedrosky @apple I am just waiting for my conf email from iCloud.
positive,. . . as the story congeals you feel the pieces of the star wars saga falling into place in a way that makes your spine tingle with revelation and excitement .
positive,"never mind whether you buy the stuff about barris being a cia hit man . the kooky yet shadowy vision clooney sustains throughout is daring , inventive and impressive ."
neutral,"@apple out of respect, I really do think  the Apple logo should be revised to the one you have no doubt seenâ€¦ http://t.co/xNKwgxme"
positive,"karmen moves like rhythm itself , her lips chanting to the beat , her long , braided hair doing little to wipe away the jeweled beads of sweat ."
positive,"while this film is not in the least surprising , it is still ultimately very satisfying . think of it as a sort of comfort food for the mind ."
neutral,Steve Jobs Biopic Coming Soon - @Apple #Apple #SteveJobs http://t.co/DxZBa5bG
neutral,Talking @Apple keynotes over lunch with @yuvalariav. Challenged him to check something out ;-)
negative,"ong chooses to present ah na's life as a slight , weightless fairy tale , whose most unpleasant details seem to melt away in the face of the character's blank-faced optimism ."
positive,never [sinks] into exploitation .
positive,an involving true story of a chinese actor who takes up drugs and winds up in an institution--acted mostly by the actual people involved .
positive,an intelligent fiction about learning through cultural clash .
negative,"if h . g . wells had a time machine and could take a look at his kin's reworked version , what would he say ? 'it looks good , sonny , but you missed the point . '"
neutral,is it me or @blackberry is begging ppl not to go @apple #iphone http://t.co/X3gdBUyK
negative,woody allen has really found his groove these days . the problem is that it is one that allows him to churn out one mediocre movie after another .
positive,a well-made and often lovely depiction of the mysteries of friendship .
negative,absurdities and clichés accumulate like lint in a fat man's navel .
negative,"the waterlogged script plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter ."
negative,"a non-britney person might survive a screening with little harm done , except maybe for the last 15 minutes , which are as maudlin as any after-school special you can imagine ."
negative,"holds limited appeal to those who like explosions , sadism and seeing people beat each other to a pulp ."
neutral,"""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" @MikeShatzkin http://t.co/1ndxcMO1 #dbw #metacon"
positive,. . . a poignant and powerful narrative that reveals that reading writing and arithmetic are not the only subjects to learn in life .
negative,"weirdly , broomfield has compelling new material but he doesn't unveil it until the end , after endless scenes of him wheedling reluctant witnesses and pointing his camera through the smeared windshield of his rental car ."
neutral,@paulbentleymelb @apple I think they call that profit-making 'genius'
negative,the talk-heavy film plays like one of robert altman's lesser works .
negative,"the notion of deleting emotion from people , even in an advanced prozac nation , is so insanely dysfunctional that the rampantly designed equilibrium becomes a concept doofus ."
positive,those outside show business will enjoy a close look at people they don't really want to know .
positive,"long after you leave justine , you'll be wondering what will happen to her and wishing her the best -- whatever that might mean ."
negative,"it's a stale , overused cocktail using the same olives since 1962 as garnish . not only is entry number twenty the worst of the brosnan bunch , it's one of the worst of the entire franchise ."
neutral,#Siri I could have done with out its not that great #iPhone4S I hear the #iPhone5 is coming out #2013 @apple.inc
positive,i admired this work a lot .
negative,"as an actress , madonna is one helluva singer . as the mediterranean sparkles , 'swept away' sinks ."
positive,"in its ragged , cheap and unassuming way , the movie works ."
negative,children and adults enamored of all things pokemon won't be disappointed .
positive,"the animated subplot keenly depicts the inner struggles of our adolescent heroes - insecure , uncontrolled , and intense ."
positive,"like mike doesn't win any points for originality . it does succeed by following a feel-good formula with a winning style , and by offering its target audience of urban kids some welcome role models and optimism ."
negative,"rifkin no doubt fancies himself something of a hubert selby jr . , but there isn't an ounce of honest poetry in his entire script ; it's simply crude and unrelentingly exploitative ."
positive,"though of particular interest to students and enthusiast of international dance and world music , the film is designed to make viewers of all ages , cultural backgrounds and rhythmic ability want to get up and dance ."
neutral,"RT @Porter_Anderson: ""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."" @MikeShatzkin http://t.co/1 ..."
negative,"cold and scattered , minority report commands interest almost solely as an exercise in gorgeous visuals . that's not vintage spielberg and that , finally , is minimally satisfying ."
positive,"easier to respect than enthuse over , andersson's rigorous personal vision is not only distanced but distancing ."
neutral,Apple have just announced they sold 4 million phones this weekend. Incredible. That recession continues to bite @apple #recession
neutral,It's a good thing @apple has not came out with an iCar because I would be in line for one and im sure it would be expensive
negative,"this is the kind of movie during which you want to bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness ."
positive,an experience so engrossing it is like being buried in a new environment .
neutral,@boothelk did you know the first @apple home computer to use a mouse was called 'the lisa' ??
negative,a mechanical action-comedy whose seeming purpose is to market the charismatic jackie chan to even younger audiences .
positive,engagingly captures the maddening and magnetic ebb and flow of friendship .
positive,the transporter is as lively and as fun as it is unapologetically dumb
positive,"clever , brutal and strangely soulful movie ."
negative,execrable .
positive,"the whole cast looks to be having so much fun with the slapstick antics and silly street patois , tossing around obscure expressions like bellini and mullinski , that the compact 86 minutes breezes by ."
negative,they kept much of the plot but jettisoned the stuff that would make this a moving experience for people who haven't read the book .
neutral,IHS: iPhone 4S shows key design and component changes. http://t.co/gZmdzvLe  @apple #apple #iphome4S #ios5
neutral,Smart as hell. The Great Tech War Of 2012. http://t.co/0O1CfCIZ  Fab Four: @apple @google @amazon @facebook via @kvox #mustread
positive,at its best early on as it plays the culture clashes between the brothers .
positive,the film provides some great insight into the neurotic mindset of all comics -- even those who have reached the absolute top of the game .
neutral,Cat accusing tiger for roaring  #Samsung on @Apple
positive,"although it bangs a very cliched drum at times , this crowd-pleaser's fresh dialogue , energetic music , and good-natured spunk are often infectious ."
positive,"a tender and touching drama , based on the true story of a troubled african-american's quest to come to terms with his origins , reveals the yearning we all have in our hearts for acceptance within the family circle ."
negative,such a bad movie that its luckiest viewers will be seated next to one of those ignorant pinheads who talk throughout the show .
neutral,OK @apple your accessories policy is out of hand. I need a powered line in to use the mic? Are you KIDDING ME?
positive,"only an epic documentary could get it all down , and spike lee's jim brown : all american at long last gives its subject a movie worthy of his talents ."
negative,"has an uppity musical beat that you can dance to , but its energy can't compare to the wit , humor and snappy dialogue of the original . if i want music , i'll buy the soundtrack . if i want a real movie , i'll buy the criterion dvd ."
neutral,What? Are we not buying enough iPads already @apple ? Give us a break while we learn to cope with a post Steve Apple http://t.co/w7GTxQZ0
negative,storytelling feels slight .
positive,a refreshing korean film about five female high school friends who face an uphill battle when they try to take their relationships into deeper waters .
negative,"the film starts promisingly , but the ending is all too predictable and far too cliched to really work ."
positive,energetic and boldly provocative .
negative,"it would be churlish to begrudge anyone for receiving whatever consolation that can be found in dragonfly , yet it is impossible to find the film anything but appalling , shamelessly manipulative and contrived , and totally lacking in conviction ."
negative,what you end up getting is the vertical limit of surfing movies - memorable stunts with lots of downtime in between .
positive,[anderson] uses a hit-or-miss aesthetic that hits often enough to keep the film entertaining even if none of it makes a lick of sense .
negative,"this cloying , voices-from-the-other-side story is hell ."
positive,"for a good chunk of its running time , trapped is an effective and claustrophobic thriller ."
negative,obvious
positive,a remarkable 179-minute meditation on the nature of revolution .
positive,has it ever been possible to say that williams has truly inhabited a character ? it is now .
positive,it helps that lil bow wow . . . tones down his pint-sized gangsta act to play someone who resembles a real kid .
positive,it's a movie -- and an album -- you won't want to miss .
negative,hugh grant's act is so consuming that sometimes it's difficult to tell who the other actors in the movie are .
negative,there's a reason why halftime is only fifteen minutes long .
positive,we get some truly unique character studies and a cross-section of americana that hollywood couldn't possibly fictionalize and be believed .
negative,"a zippy 96 minutes of mediocre special effects , hoary dialogue , fluxing accents , and -- worst of all -- silly-looking morlocks ."
positive,"it's traditional moviemaking all the way , but it's done with a lot of careful period attention as well as some very welcome wit ."
